step	country_code	country_name	country_name_en	region	risk_stage	stance	foreign_action	domestic_message	private_constraint	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	japan_impact_summary
2	KOR	韓国	South Korea	東アジア	境界的圧力	技術主権と雇用防衛を優先	米国連携で先端半導体・計算資源を囲い込む	AI競争に備え産業と雇用の防波堤を作る	対米協調が前提、対中摩擦と家計負担が怖い	64.0	54.0	58.0	56.0	60.0	55.0	57.0	46.0	計算資源争奪と雇用不安が強まり、将来像が霧化しやすい
2	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で交渉力確保	発射示威とサイバー資金化、対話窓口維持	外圧下でも国防と自立経済を優先	外貨・食料難、AI計算資源入手が急務	78.0	34.0	56.0	48.0	47.0	58.0	72.0	53.0	安全不安とAI雇用不安が重なり、将来像が短期化し慎重化
2	RUS	ロシア	Russia	ユーラシア	間接衝突	資源梃子で制裁耐久を優先	資源供給の選別と対AI禁輸抜け道探し	外圧に耐え賃金と治安を守る	戦費と制裁で技術・部品が細る	76.0	67.0	60.0	69.0	55.0	62.0	58.0	42.0	計算資源と物価不安が重なり、挑戦より安定志向が強まる
2	UKR	ウクライナ	Ukraine	欧州	限定戦争	戦線維持と支援の固定化	欧米へ長期支援枠と防空追加を要請	復興準備と動員を両立し耐える	人的損耗と財政で交渉余地が狭い	66.0	44.0	61.0	41.0	66.0	52.0	50.0	50.0	戦争報道に加えAI競争で就職不安が増幅、慎重化
2	IRN	イラン	Iran	中東	境界的圧力	停戦維持し制裁回避を優先	航路威嚇は抑えつつ代理勢力を統制	生活維持のため緊張管理と抵抗を両立	体制不安で弱腰に見せられない	64.0	69.0	56.0	46.0	60.0	57.0	63.0	44.0	燃料高とAI雇用不安が重なり将来像が霞む
2	ISR	イスラエル	Israel	中東	間接衝突	抑止維持とAI優位を死守	米欧と輸出管理を同調し調達網を囲い込む	安全保障優先で技術競争も勝ち抜く	戦時負担と分断で政権支持が脆い	68.0	59.0	47.0	69.0	66.0	61.0	56.0	44.0	半導体・AI職不安が増え、挑戦より安全志向が強まる
2	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定とAI投資を両立	OPEC+で供給微調整し対米協調も維持	歳入安定で改革と雇用創出を守る	高値依存と対米配慮、治安費も必要	48.0	66.0	47.0	31.0	43.0	50.0	54.0	53.0	物価とAI雇用不安が同時に来て将来像が霞む
2	EU	欧州連合	European Union	欧州	圧力上昇	規制と競争力の同時追求	AI規制を整備し同盟で計算資源を確保	安全と成長を両立し雇用の移行を支える	加盟国温度差と産業空洞化懸念が重い	50.0	56.0	60.0	47.0	52.0	51.0	54.0	53.0	職の先行き不安と技能競争感が強まり、将来像が揺れる
3	USA	アメリカ	United States	北米	境界的圧力	対中抑止と供給網統制	対日へ半導体・防衛協力の即応強化要求	供給網と抑止の強化で雇用と安全を守る	選挙・分断で長期負担増が通りにくい	74.0	62.0	66.0	71.0	67.0	78.0	72.0	38.0	半導体不安で就職観が保守化し、挑戦より安定志向が強まる
3	CHN	中国	China	東アジア	境界的圧力	台湾抑止と技術主権を優先	台湾周辺の活動を継続、輸出管理回避網を拡大	外部封じ込めに対抗し雇用と安定を守る	失業不安と統制コストで景気刺激が難しい	82.0	52.0	71.0	78.0	46.0	81.0	74.0	41.0	半導体不安と緊張で就職観が冷え、将来設計が保守化
3	JPN	日本	Japan	東アジア	境界的圧力	供給網と抑止の同時強化	米台欧と半導体枠組み強化、備蓄拡充	供給不安に備え生活と雇用を守る	財政配分で防衛・物価・若者策が競合	69.0	58.0	61.0	57.0	66.0	64.0	63.0	38.0	就活・賃金の先行き不安が増え、SNSで焦燥が拡大
3	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止強化と供給安定	米日欧と危機連絡、重要品の優先配分	平常運用を維持し雇用と投資を守る	電力・燃料弱く、輸出制約圧力も強い	81.0	52.0	66.0	74.0	57.0	82.0	74.0	49.0	供給不安が進路を保守化、海外志向と不安が同時に増える
3	KOR	韓国	South Korea	東アジア	境界的圧力	同盟軸で技術と安保を囲う	対米協調で半導体・計算資源の確保を優先	供給不安に備え産業と雇用を守る	対中摩擦と家計負担、北の挑発が怖い	72.0	56.0	62.0	64.0	63.0	66.0	61.0	44.0	半導体不安と計算資源争奪で就職観が硬化し、将来像が縮む
3	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威継続で主導権確保	短距離発射示威とサイバー資金化を強化	外圧に屈せず国防優先で困難を突破	外貨不足と食料事情、対中露依存が増大	82.0	36.0	58.0	52.0	49.0	61.0	76.0	51.0	安保不安が半導体不安と重なり、将来設計が短期化し慎重化
3	RUS	ロシア	Russia	ユーラシア	間接衝突	分断活用で制裁耐久	対中連携示威と資源供給先を選別	外圧下でも雇用と物価を守る	戦費で技術・部品不足が深刻	78.0	71.0	62.0	73.0	57.0	69.0	63.0	39.0	半導体不安と物価圧で将来像が曇り、堅実志向が強まる
3	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と戦線持久	欧州へ防空・弾薬の前倒し支援を要請	長期戦でも統治と復興準備を維持	人的損耗と資金難で妥協余地が薄い	68.0	48.0	64.0	47.0	69.0	58.0	56.0	47.0	半導体不安が就職と将来設計を曇らせ、戦争報道で慎重化が強まる
3	IRN	イラン	Iran	中東	境界的圧力	停戦維持で交渉余地確保	航路威嚇は抑えつつ制裁回避交渉	外圧下でも抵抗と生活維持を両立	体制不安で弱腰に見せられない	63.0	72.0	58.0	49.0	62.0	60.0	66.0	41.0	半導体不安に燃料高が上乗せされ、将来設計が短期化
3	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と技術囲い込み	米欧同調で先端AI部材の調達・輸出を再整理	長期戦前提で治安と成長投資を守る	戦時負担と分断で政権基盤が不安定	70.0	57.0	50.0	76.0	68.0	66.0	58.0	41.0	半導体不安で将来設計が萎み、安定志向と焦燥が併存
3	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	原油安定と対外均衡維持	OPEC+供給維持寄り、対米対中で均衡外交	歳入安定で改革と雇用を守る	原油収益依存と安全保障費が重い	50.0	63.0	49.0	36.0	44.0	56.0	57.0	51.0	半導体不安で進路が揺れ、物価高も重なり将来像が曇る
3	EU	欧州連合	European Union	欧州	境界的圧力	対中警戒と産業防衛強化	対中抑止協調と半導体供給網の再編	安全と雇用を守るため投資と規制を両立	加盟国分断と景気減速で実行速度が落ちる	58.0	53.0	63.0	61.0	56.0	67.0	62.0	49.0	半導体不安が就職観を冷やし、学び直し圧が増す
4	USA	アメリカ	United States	北米	境界的圧力	同盟負担増と中東抑止を優先	対日へ護衛・備蓄協調と防衛費加速要求	エネルギー高と脅威に備え同盟連携を強化	選挙期で物価対策と対外負担が両立困難	76.0	74.0	68.0	73.0	70.0	80.0	78.0	34.0	電気代不安と負担増観測で、将来設計が縮み慎重化
4	CHN	中国	China	東アジア	境界的圧力	台湾抑止と資源確保を優先	湾岸・露との供給確保、海峡圧力は維持	外部リスク下でも雇用と物価を守る	原油高で景気下支えが難しく不満が怖い	84.0	66.0	73.0	80.0	50.0	83.0	76.0	39.0	電気代・物価と緊張報道で不安が増幅し挑戦が縮む
4	JPN	日本	Japan	東アジア	境界的圧力	物価対策と抑止を同時運用	G7湾岸と連携し調達分散・備蓄放出準備	電気代高騰に備え家計支援と安保を両立	財政配分が逼迫し若者策が後回し化	71.0	74.0	64.0	59.0	72.0	68.0	70.0	34.0	生活費不安が将来像を曇らせ、挑戦回避が増える
4	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止維持と経済耐久	燃料調達分散と海上輸送の保険確保	供給と雇用を守りつつ警戒を強める	燃料高で電力不安、輸出圧力も重い	83.0	64.0	68.0	76.0	61.0	84.0	78.0	46.0	電気代・物流不安が増幅し、将来設計が保守化しやすい
4	KOR	韓国	South Korea	東アジア	境界的圧力	資源確保と同盟調整を優先	米日と燃料・LNG調達と備蓄を協議	物価不安を抑え雇用と安保を守る	中東発の物価高が政権支持を削る	70.0	74.0	65.0	66.0	67.0	71.0	66.0	43.0	電気代と物価の先行き不安が強まり、就職と生活設計が萎縮
4	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威と交渉余地を併走	発射準備誇示と海域活動、資金化サイバー	外圧期ゆえ国防優先、生活は耐え抜く	外貨と燃料不足、対中露依存が重荷	86.0	41.0	60.0	54.0	50.0	63.0	79.0	48.0	安保不安に光熱費不安が重なり、進路選択が保守化
4	RUS	ロシア	Russia	ユーラシア	間接衝突	資源を梃子に制裁分断	産油国接触と対アジア供給拡大を示す	外圧下でも歳入と治安を確保すると強調	戦費で部品・人材不足、長期戦が重荷	80.0	78.0	64.0	76.0	60.0	71.0	66.0	36.0	電気代・物価の先行き不安が強まり、進学就職の計画が保守化する
4	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保と戦線維持を優先	欧州・米へ弾薬と防空支援の継続要請	長期戦でも統治と生活基盤を崩さない	人的損耗と資金難、妥協余地が狭い	70.0	62.0	66.0	49.0	72.0	61.0	59.0	44.0	エネルギー不安が物価観測を押し上げ、就職と進路の慎重化が強まる
4	IRN	イラン	Iran	中東	境界的圧力	停戦維持で航路の影響力確保	航路周辺で示威と交渉を併用	外圧に屈せず生活を守ると強調	体制不安で弱さを見せられない	66.0	78.0	61.0	51.0	65.0	63.0	71.0	39.0	燃料高の長期化観測で不安が常態化し挑戦が萎む
4	ISR	イスラエル	Israel	中東	間接衝突	抑止強化と供給網防衛	米欧連携で紅海・ホルムズ警戒と制裁調整	不確実性に備え治安と経済を同時防衛	戦時負担と分断で決定が硬直化	74.0	72.0	54.0	80.0	71.0	69.0	62.0	39.0	電気代・物流高で将来不安が増幅、堅実志向と焦燥が強まる
4	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	供給安定で価格高騰を抑制	OPEC+調整と航路警戒で供給不安を抑える	歳入を守り改革と雇用を継続する	安全保障費と投資維持で増産余力は限定	54.0	71.0	52.0	34.0	46.0	60.0	63.0	49.0	電気代と物流不安が進路選択を硬直化、将来像が曇る
4	EU	欧州連合	European Union	欧州	境界的圧力	エネ不安で対外協調優先	湾岸混乱に備え共同備蓄と調達分散	物価と安全を同時に守る現実策	加盟国割れと高金利で即効策が薄い	60.0	72.0	62.0	63.0	61.0	70.0	66.0	46.0	電気代と物流不安で将来設計が縮み、挑戦回避が増える
5	USA	アメリカ	United States	北米	境界的圧力	技術同盟を軸に対中抑止	対日へ装備連接・輸出管理順守を要求	同盟連携で雇用と安全を守る	物価と選挙で対外負担は増やしにくい	78.0	71.0	70.0	82.0	72.0	85.0	79.0	31.0	半導体・就職の先行き不安が強まり、挑戦より安全志向へ
5	CHN	中国	China	東アジア	境界的圧力	技術封鎖に備え主導権維持	輸出管理に報復示唆、供給網を内製化	外圧下でも雇用と安定を守る	若年雇用と投資減速が不満火種	86.0	68.0	77.0	84.0	54.0	88.0	79.0	36.0	分断報道と就職不安が強まり、挑戦より回避が増える
5	JPN	日本	Japan	東アジア	境界的圧力	ブロック化に適応し分散	米欧と枠組み協調、輸入先分散と在庫強化	分断でも供給を守り、家計支援は継続する	財政と規制調整が遅く、若者策が削られやすい	73.0	72.0	66.0	67.0	76.0	78.0	74.0	31.0	雇用と物価の不安が常態化し、進路選択が保守化する
5	TWN	台湾	Taiwan	東アジア	境界的圧力	供給防衛で抑止維持	先端品の輸出管理順守と代替航路確保	産業と雇用を守り警戒態勢を維持する	分断で取引コスト増、電力と保険が重荷	86.0	66.0	71.0	82.0	64.0	88.0	81.0	44.0	半導体不安が就職観を冷やし、挑戦回避が強まる
5	KOR	韓国	South Korea	東アジア	境界的圧力	技術主権と同盟信頼を優先	米国と対中輸出管理を調整、対日供給は選別	安保と産業を守り物価高も抑える	半導体競争と若者雇用が政権の火種	73.0	69.0	70.0	74.0	62.0	78.0	72.0	38.0	制約と値上げ観測で将来不安が強まり、挑戦より安全志向が増える
5	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で譲歩を引き出す	発射実験示唆と海域挑発、資金化サイバー	封鎖と外圧に対抗、国防が最優先	外貨・燃料難、対中露依存で裁量が狭い	88.0	44.0	63.0	60.0	52.0	69.0	82.0	45.0	安保と分断の同時不安で、挑戦より安定志向が強まる
5	RUS	ロシア	Russia	ユーラシア	間接衝突	資源と抜け道で制裁耐久	対アジア供給拡大と制裁回避網を強化	外圧下でも雇用と歳入を守ると訴える	戦費で部品・人材が枯渇、孤立が重い	82.0	81.0	66.0	80.0	62.0	76.0	70.0	33.0	物価と将来不安が再燃し、挑戦より安全志向が強まる
5	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援網の維持を最優先	欧米へ弾薬・防空と復興資金の確約要請	支援を取り付け戦線と生活基盤を守る	供給網硬化で弾薬調達が不安定、財政逼迫	73.0	64.0	68.0	55.0	74.0	67.0	60.0	42.0	分断感が物価・雇用不安を補強し、進路選択が保守化する
5	IRN	イラン	Iran	中東	境界的圧力	制裁下で影響力を誇示	航路周辺の示威と資源交渉を強化	外圧に屈せず生活と尊厳を守る	体制不安と制裁で譲歩が難しい	70.0	82.0	63.0	58.0	68.0	66.0	74.0	36.0	燃料高と分断観測で将来像が曇り、進路決断が先送りに
5	ISR	イスラエル	Israel	中東	境界的圧力	抑止維持と技術囲い込み	同盟と輸出管理を強化し供給網を再編	安全と成長を守るため管理を徹底	戦時負担と分断で妥協が難しい	78.0	70.0	57.0	84.0	73.0	74.0	66.0	36.0	AI職不安と物価・物流高が重なり将来像が曇る
5	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と自律性を優先	OPEC+調整と対米協議で供給安定	歳入と雇用を守り改革を継続する	安保費と投資で増産余力が限られる	56.0	74.0	54.0	41.0	50.0	66.0	67.0	46.0	物価と分断報道で先行き不安が増し、挑戦意欲が揺らぐ
5	EU	欧州連合	European Union	欧州	境界的圧力	技術主権を優先し統制強化	対中依存低減へ輸出管理と代替調達	安全と雇用を守るための現実的調整	加盟国の温度差とコスト増が足かせ	63.0	68.0	66.0	72.0	64.0	76.0	69.0	43.0	半導体不安と物価高が進路の見通しを曇らせ、慎重化が増える
6	USA	アメリカ	United States	北米	境界的圧力	同盟負担増とAI規律を要求	対日へ防衛負担・輸出管理・AI連携を条件化	同盟強化で雇用と安全、技術優位を守る	物価と選挙で追加負担は限定、成果を急ぐ	74.0	63.0	66.0	78.0	81.0	77.0	73.0	27.0	支援の先細り感と就職不安が重なり、将来設計が萎む
6	CHN	中国	China	東アジア	境界的圧力	対日牽制と技術自立を加速	台湾海峡で活動誇示、対日輸入選別と投資誘導	外圧に屈せず雇用と産業高度化を守る	若年雇用不安と不動産調整で刺激策が要る	88.0	66.0	81.0	86.0	62.0	90.0	82.0	32.0	物価・就職不安が重なり、将来設計が短期化しがち
6	JPN	日本	Japan	東アジア	境界的圧力	財政制約下で優先配分	同盟調整で負担分散、資源調達を多元化	生活防衛と再教育を優先し段階的に実行	歳出競合で若者策が最初に削られやすい	71.0	70.0	68.0	65.0	82.0	76.0	77.0	28.0	支援の不確実性が将来像を曇らせ、挑戦回避が進む
6	TWN	台湾	Taiwan	東アジア	境界的圧力	供給継続で抑止と安定	重要顧客へ供給優先枠提示、海空輸送保険を確保	産業基盤を守りつつ緊張管理で日常を維持	電力・保険・人材確保が重く、外圧でコスト増	84.0	67.0	73.0	83.0	66.0	89.0	82.0	41.0	財政議論で支援の見通しが揺れ、不安が就活と挑戦を冷やす
6	KOR	韓国	South Korea	東アジア	圧力上昇	供給優先と同盟整合	対米調整で輸出管理継続、対日供給は優先枠化	安保と産業防衛で雇用を守る	物価と若者雇用が政権の弱点、財政も有限	68.0	63.0	66.0	70.0	64.0	72.0	69.0	36.0	供給不安と財政議論が重なり、将来は堅実志向へ傾く
6	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で譲歩と注目を確保	短距離発射と海域挑発、資金化サイバー継続	外圧下でも国防強化で体制を守る	外貨・燃料不足、対中露依存で身動きが狭い	90.0	46.0	66.0	62.0	58.0	71.0	85.0	40.0	安保不安と財政論争が重なり、将来設計が保守化
6	RUS	ロシア	Russia	ユーラシア	間接衝突	戦時経済を維持し外圧に対抗	資源輸出の条件強化と制裁回避網を拡張	長期戦でも雇用と歳入を守ると強調	戦費負担で技術・部品不足、統制依存	84.0	86.0	68.0	82.0	66.0	78.0	72.0	29.0	物価と不確実性が続き、挑戦より安定志向が強まる
6	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保で戦線維持	欧米に弾薬・防空と復興資金の前倒し要請	持久戦でも生活基盤と動員の均衡を守る	支援疲れと財政逼迫で継戦余力が細る	74.0	62.0	69.0	56.0	76.0	66.0	63.0	40.0	財政論争が不安を増幅し、若者は進路を短期安定へ寄せる
6	IRN	イラン	Iran	中東	境界的圧力	停戦下で圧力と取引を継続	航路リスクを示し制裁緩和と資源取引を迫る	外圧に屈せず生活を守り主権を貫く	経済疲弊と不満で譲歩も強硬も高コスト	72.0	85.0	66.0	60.0	74.0	69.0	76.0	30.0	生活費不安が強まり、将来設計と挑戦意欲が萎縮しやすい
6	ISR	イスラエル	Israel	中東	境界的圧力	抑止維持と技術優位確保	米国協調で輸出管理強化、供給網を再編	安全を最優先し経済基盤も守る	戦時負担と分断で妥協余地が小さい	80.0	72.0	60.0	86.0	76.0	77.0	69.0	32.0	物価と職不安が重なり、将来設計が先延ばしになる
6	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格下支えで体制安定	OPEC+枠維持、停戦監視で供給不安抑制	安定歳入で雇用と改革投資を守る	過度な増産は価格下落と安保負担を招く	58.0	78.0	57.0	42.0	56.0	67.0	69.0	41.0	生活費高止まりと支援の先細り懸念で、将来設計が萎む
6	EU	欧州連合	European Union	欧州	境界的圧力	規制と安保の両立を継続	対ロ制裁維持、対中依存低減と供給協定	安全保障と雇用を守るため段階的に調整	加盟国の温度差と産業コスト高が制約	61.0	62.0	64.0	70.0	63.0	74.0	67.0	41.0	物価と就職の不透明感が残り、挑戦より安定志向が強まる
7	USA	アメリカ	United States	北米	境界的圧力	電力とAI供給網を同盟で囲う	対日へ電力・半導体・輸出管理の整合を要求	電力負担を抑えつつAI覇権と雇用を守る	送電網反発とインフレで追加投資は選別	76.0	67.0	69.0	84.0	83.0	79.0	74.0	25.0	計算資源の先細り感が強まり、進路と職の見通しが曇る
7	CHN	中国	China	東アジア	境界的圧力	電力制約下で対外牽制継続	台湾海峡で示威継続、AI電力と供給網を囲い込み	電力逼迫でも成長と雇用を守り外圧に備える	停電回避と失業抑制が最優先、強硬一辺倒は困難	90.0	70.0	84.0	89.0	64.0	92.0	86.0	30.0	AI格差と電気代不安が増幅し、学習投資や就活が萎縮しやすい
7	JPN	日本	Japan	東アジア	境界的圧力	電力制約下でAI投資を選別	電力・燃料を追加確保しDC立地を調整	電力負担を抑えつつ成長投資は守る	地域反発と財政で補助が絞られる	73.0	78.0	72.0	74.0	86.0	79.0	83.0	24.0	AI利用格差と物価不安で将来像が狭まり、挑戦回避が増える
7	TWN	台湾	Taiwan	東アジア	境界的圧力	電力確保で供給と抑止	電力・燃料調達を多角化し重要顧客枠維持	電力負担を抑えつつ産業と安全を守る	電力網制約で増産が鈍り、保険料も上昇	86.0	72.0	76.0	86.0	69.0	91.0	84.0	39.0	計算資源不安と電力コスト高で将来設計が慎重化
7	KOR	韓国	South Korea	東アジア	圧力上昇	電力制約下で産業維持	電力・LNG調達を分散、対米でAI投資調整	電力負担を抑え雇用と安保を守る	電力網不足と住民反発、補助金も限界	67.0	70.0	69.0	74.0	68.0	73.0	72.0	33.0	AI格差と電力不安が増幅し、将来像が縮む
7	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威とサイバーで外貨確保	発射準備示威と暗号資金化の継続	電力難でも国防優先で耐え抜く	燃料・電力不足で長期挑発は難しい	92.0	50.0	67.0	64.0	59.0	72.0	86.0	39.0	安保不安に電力制約の話題が重なり将来像が縮む
7	RUS	ロシア	Russia	ユーラシア	間接衝突	資源収入を軸に長期戦維持	エネルギー輸出の価格・決済条件を硬化	制裁下でも雇用と歳入を守ると強調	部品・計算資源不足で成長余地が狭い	86.0	90.0	70.0	85.0	69.0	80.0	74.0	27.0	電力制約でAI格差不安が増幅、将来設計が保守化
7	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と復興基盤確保	欧米に防空・電力/通信の追加支援要請	前線維持と生活インフラを同時に守る	支援疲れと電力設備不足で計画が遅れる	76.0	66.0	71.0	60.0	80.0	68.0	65.0	38.0	電力制約でAI格差不安が増幅、若者は堅実志向へ
7	IRN	イラン	Iran	中東	境界的圧力	停戦維持で制裁緩和を狙う	航路不安を示し原油輸出・資金解凍を交渉	停戦を守りつつ生活防衛と抵抗を継続	電力不足と財政難で不満が再燃しやすい	74.0	88.0	69.0	63.0	77.0	71.0	80.0	28.0	電力制約と原油不安で物価・将来不安が増幅し挑戦が萎縮
7	ISR	イスラエル	Israel	中東	境界的圧力	抑止継続と計算資源確保	電力制約下でDC優先配分、輸出管理維持	安全と成長の両立へ資源配分を最適化	戦時負担と電力逼迫で民生に皺寄せ	78.0	74.0	62.0	90.0	79.0	76.0	71.0	30.0	計算資源逼迫と物価で不安増、挑戦が先延ばし
7	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定で需要毀損を回避	OPEC+枠維持、長期供給契約で安定	歳入を守り改革と雇用投資を継続	増産は価格下落と治安負担を招く	60.0	81.0	59.0	46.0	58.0	68.0	71.0	39.0	電力制約でAI格差不安が増幅し、物価高と将来不透明感が強まる
7	EU	欧州連合	European Union	欧州	境界的圧力	電力制約下で規制と産業防衛	電力・半導体・クラウド調達を囲い込み協定	競争力と公正利用のため投資と規制を両立	電力網逼迫と加盟国差で実装が遅れる	60.0	66.0	62.0	78.0	67.0	72.0	69.0	39.0	AI格差と物価不安で将来像が霞み、慎重志向が強まる
8	USA	アメリカ	United States	北米	境界的圧力	同盟でAI供給網を再編	対日へ輸出管理整合と訓練投資を要求	雇用移行を支え競争力と安保を守る	生活費不満で補助と対外強硬が揺れる	74.0	63.0	78.0	86.0	81.0	77.0	79.0	27.0	初職不安が増幅。計算資源制約で挑戦コストが上がる
